USV
249.39
249.98
250.67
251.49
251.66
251.90
252.08
252.31
252.67
253.08
253.26
253.69
253.92
254.18
254.48
256.30
256.80
256.85
257.89
257.93
258.47
258.58
258.79
258.84
259.24
259.50
260.34
260.59
261.13
261.90
262.07
262.20
262.68
262.88
263.56
263.81
264.23
265.61
265.91
266.16
266.37
267.04
267.23
268.14
268.36
269.41
269.56
269.88
270.14
270.64
270.79
271.08
271.47
271.75
272.50
272.75
274.07
274.36
274.61
274.90
275.23
275.47
275.74
275.95
276.15
276.24
276.39
276.56
276.77
277.08
277.32
277.60
277.67
277.84
278.57
278.97
279.20
279.41
279.74
280.10
280.14
280.31
280.42
280.70
280.98
281.23
281.49
283.17
283.68
284.59
285.22
285.64
286.47
286.63
286.74
286.78
286.90
286.96
287.20
287.21
287.46
287.89
288.23
288.45
288.95
289.16
289.27
289.62
289.97
290.26
290.62
291.08
292.14
292.63
292.83
293.27
293.51
293.80
294.02
294.22
294.65
295.63
295.80
297.93
298.55
298.74
299.07
299.27
299.50
299.72
299.99
300.02
300.24
300.42
300.63
300.88
301.08
301.25
301.58
302.16
303.42
303.68
304.60
304.92
305.09
305.30
305.51
305.85
306.02
306.14
306.48
306.71
307.18
307.72
307.99
308.19
308.50
308.71
309.06
309.28
309.44
309.73
310.05
310.38
310.63
310.99
311.91
311.99
312.12
312.17
312.30
312.38
312.55
313.14
313.48
313.75
313.89
314.07
314.37
314.74
315.01
315.08
315.31
315.60
315.73
316.78
317.49
317.77
318.05
318.32
318.56
318.87
319.32
319.78
320.16
320.37
320.40
320.66
321.04
321.27
321.39
321.57
321.68
321.83
322.07
322.11
322.37
322.69
323.39
323.46
323.69
324.01
324.29
324.38
324.51
324.79
325.57
325.89
326.13
326.35
326.49
327.54
327.78
328.56
330.14
330.60
330.93
331.21
331.42
331.54
331.99
332.16
333.18
333.35
333.89
334.27
334.52
334.94
335.37
335.84
336.44
336.82
337.07
338.12
338.65
339.52
342.12
342.17
342.38
342.61
342.99
343.35
343.59
343.84
344.03
344.30
344.54
345.02
345.46
345.72
346.40
346.70
347.50
347.68
347.98
348.19
348.64
348.72
348.89
349.19
349.59
349.77
349.94
350.37
351.38
351.76
352.46
352.60
352.75
353.12
353.35
353.49
353.63
354.08
354.44
355.01
355.16
355.20
355.40
355.82
356.18
356.24
356.60
356.78
357.32
357.90
358.54
358.61
358.77
358.95
359.44
359.83
360.00
360.39
360.58
360.87
360.92
361.06
362.38
362.56
363.04
363.51
364.10
364.28
364.93
365.75
366.00
367.72
368.13
368.32
368.61
369.05
369.31
370.07
370.21
370.63
370.74
370.92
371.00
371.68
372.03
372.44
372.53
373.38
373.83
374.22
374.48
374.51
374.79
375.00
375.48
375.80
377.34
377.40
377.69
377.95
378.21
378.60
378.90
379.79
379.88
380.96
381.15
381.22
381.77
381.97
383.11
384.09
385.01
385.07
385.27
385.83
385.92
386.24
386.91
388.47
390.37
390.84
391.32
391.56
391.90
392.09
392.46
392.68
392.89
393.14
393.17
395.89
396.15
396.33
396.49
397.78
398.58
399.28
399.33
399.67
400.45
400.61
400.79
400.98
401.27
401.66
402.10
402.69
402.73
403.08
403.77
403.79
404.04
404.44
404.81
405.10
405.35
405.72
405.95
406.60
407.33
407.64
408.03
408.38
408.78
408.82
409.08
409.12
409.55
410.88
411.33
411.66
411.81
413.24
415.93
416.24
416.93
417.27
417.46
417.70
418.08
418.29
419.05
419.29
419.65
419.67
419.91
420.34
420.52
420.90
421.47
421.92
422.27
422.90
423.48
424.21
426.21
426.75
427.01
429.06
430.02
430.59
431.33
432.28
432.72
433.01
433.29
433.56
433.79
433.83
434.07
434.55
434.98
435.20
436.03
436.81
437.61
438.19
438.55
439.15
442.12
442.72
442.94
443.18
443.73
443.96
444.16
444.37
444.62
444.66
445.10
445.30
445.59
446.05
447.01
447.19
447.35
447.55
447.79
447.97
448.25
448.48
448.52
448.73
449.00
449.10
450.06
450.19
452.21
452.59
453.46
454.63
454.81
455.51
455.72
455.94
456.17
456.51
456.81
456.99
457.08
457.29
457.57
457.78
458.06
458.30
458.49
458.68
458.93
459.20
459.50
459.71
461.03
462.14
462.36
462.52
462.57
464.39
464.64
464.93
464.99
466.35
466.69
467.84
467.93
468.49
468.73
468.89
469.08
469.26
469.46
470.12
471.79
471.87
473.25
473.42
473.54
474.03
474.28
475.29
475.95
476.26
476.55
477.15
477.39
477.72
478.49
478.80
479.17
480.02
480.22
480.78
480.96
481.32
481.59
481.65
482.00
482.21
482.41
482.61
482.64
482.89
483.08
483.32
483.41
483.67
483.98
484.27
485.30
485.44
485.62
485.81
486.01
486.16
486.34
486.37
486.51
486.56
486.71
486.86
487.14
487.40
487.59
488.69
488.89
488.96
489.34
490.59
491.32
491.36
491.55
492.14
492.44
492.83
493.15
493.33
493.43
493.60
493.75
494.03
494.22
494.28
494.84
495.11
495.51
496.01
496.23
496.47
496.84
497.02
497.22
497.44
498.43
498.87
499.05
499.39
499.99
500.18
500.45
501.21
502.24
505.21
505.45
505.52
506.57
507.03
508.03
508.24
508.35
508.52
508.81
509.44
509.77
509.99
510.30
510.69
510.72
510.88
511.16
511.27
511.54
511.87
512.11
512.32
512.54
512.78
513.27
513.49
513.83
514.42
514.57
515.17
515.35
515.48
515.67
515.90
516.14
516.21
516.46
516.93
517.17
517.42
517.60
518.81
518.94
519.20
519.33
519.63
519.92
520.07
520.15
520.28
520.45
521.85
521.90
522.35
522.57
523.11
523.28
523.41
523.72
524.38
524.43
524.63
524.70
524.90
525.10
525.39
525.59
525.74
525.80
525.92
526.62
526.98
527.42
527.53
527.68
527.91
528.16
528.47
529.04
529.42
530.20
530.27
530.51
530.71
531.08
531.28
531.32
531.75
531.97
532.01
532.37
532.58
532.79
532.99
533.18
533.81
533.97
534.05
534.28
534.33
534.78
535.94
536.28
536.53
537.33
537.52
537.69
537.86
538.05
538.34
538.49
538.61
538.73
538.99
540.61
540.78
541.66
542.17
542.38
542.57
543.22
543.43
544.78
545.23
545.44
545.62
545.91
546.10
546.20
546.66
547.10
547.31
548.02
548.41
548.46
548.94
549.12
549.38
549.59
549.86
550.10
550.40
550.77
552.66
552.89
553.21
553.45
553.77
555.89
556.96
557.18
557.93
558.19
558.41
558.65
558.86
559.18
560.17
561.21
562.77
563.63
564.12
566.19
566.47
567.07
567.94
568.27
568.50
568.82
569.70
569.74
570.39
570.60
570.96
571.29
571.68
571.88
572.06
572.25
572.68
572.88
573.17
574.83
574.96
575.38
575.59
576.17
576.43
577.07
577.35
577.54
577.93
578.32
578.50
578.67
578.82
578.96
579.13
579.30
579.77
579.93
580.08
580.22
580.36
580.51
580.90
581.06
581.55
581.83
582.08
585.38
585.52
585.67
585.85
586.38
586.80
588.43
588.76
589.86
590.48
591.25
592.22
593.78
594.18
595.04
595.35
595.53
595.68
595.74
596.47
596.63
596.91
597.28
598.33
598.42
599.29
599.45
599.82
600.18
600.47
600.74
600.99
601.18
601.50
601.80
602.00
602.14
602.32
602.54
602.75
602.98
604.72
605.07
605.28
605.57
606.07
606.40
606.75
607.10
607.29
607.33
607.47
608.07
608.12
608.33
608.51
608.73
608.97
609.14
609.36
609.75
609.92
610.09
610.57
611.51
611.56
612.68
613.40
613.71
613.87
616.00
617.68
618.14
618.39
618.45
618.65
618.97
619.11
619.35
619.59
619.80
620.26
620.48
620.54
621.94
622.23
622.36
622.63
622.86
623.23
623.48
623.53
624.64
624.90
626.97
627.95
628.66
629.06
630.01
630.21
631.65
631.73
632.22
632.60
633.48
633.70
633.78
633.99
634.23
634.45
634.94
635.27
635.31
635.39
635.57
635.79
636.03
636.31
636.66
636.71
636.93
637.19
637.40
637.63
637.88
638.19
638.46
639.70
639.87
640.10
640.66
641.62
642.07
642.12
642.43
643.85
644.28
645.47
647.20
647.71
648.11
648.95
649.75
651.24
651.51
652.35
653.59
655.82
656.27
656.37
656.56
656.61
656.85
657.22
657.46
657.60
657.83
658.10
658.32
658.58
658.83
659.06
659.27
659.32
659.75
659.78
661.11
661.39
661.69
661.88
663.02
663.29
663.73
663.92
663.96
664.41
664.91
665.10
665.36
666.21
666.40
666.44
666.69
666.72
667.28
667.51
667.70
667.94
668.93
669.14
669.19
669.39
669.85
669.92
670.12
670.30
670.52
670.83
670.91
671.08
671.51
671.97
673.35
674.08
675.42
677.57
679.09
679.38
679.59
679.78
680.06
680.26
680.47
680.66
680.85
681.11
681.37
681.49
681.81
682.03
682.26
682.58
682.66
683.96
684.17
685.57
685.62
685.74
685.87
686.06
686.24
686.79
688.40
691.18
691.36
691.54
691.73
693.07
693.71
693.96
694.60
694.69
694.79
694.95
695.17
695.37
695.57
695.76
695.98
696.20
696.52
697.01
697.11
697.38
697.71
697.77
699.09
699.99
700.47
700.53
700.68
701.02
701.43
701.63
703.00
703.16
703.32
704.62
705.25
705.59
707.27
707.41
708.31
709.07
709.49
710.17
710.46
710.80
711.55
712.64
712.72
712.96
713.11
713.31
713.35
713.56
713.99
714.25
714.74
715.06
715.19
715.44
715.66
715.99
717.11
717.50
717.79
718.59
718.76
719.18
719.57
720.09
720.24
720.65
721.39
721.68
721.86
722.05
723.03
723.47
724.03
724.81
725.01
725.05
725.21
725.58
726.86
727.92
728.64
728.93
729.16
729.37
729.57
729.98
730.03
731.62
732.14
732.31
732.54
732.64
732.82
733.05
733.10
733.34
733.68
733.93
733.98
734.15
734.40
734.51
734.74
735.00
736.39
736.46
738.41
738.94
739.00
739.17
739.77
740.49
741.36
741.81
742.03
742.31
742.56
742.81
743.11
743.18
743.64
743.66
744.52
744.58
744.97
745.15
745.39
746.19
747.02
747.20
747.38
747.74
748.01
748.27
748.33
748.68
748.90
749.52
749.71
749.98
751.21
751.27
753.98
754.41
754.64
754.88
755.82
756.24
756.43
756.61
757.76
757.99
758.14
758.46
758.68
758.87
759.10
759.31
759.52
759.67
759.86
760.09
760.59
760.84
762.30
762.76
767.60
769.71
770.66
770.83
770.99
771.14
771.22
771.41
771.78
771.97
773.38
774.09
774.57
774.98
775.13
775.50
775.66
775.85
775.87
776.07
776.38
776.44
776.65
776.94
777.25
777.61
778.71
779.62
780.02
780.24
780.47
780.81
781.42
782.41
782.73
783.87
784.58
784.94
785.19
785.57
786.87
790.40
790.75
790.82
791.29
791.36
791.57
791.66
791.72
791.94
792.52
792.95
793.12
793.43
793.73
793.97
794.22
794.46
794.74
795.23
795.62
795.79
796.07
797.01
798.66
799.08
799.15
800.49
800.68
800.88
801.15
801.53
801.70
801.96
802.13
802.58
802.69
802.93
804.28
804.50
805.22
805.51
805.68
806.28
806.46
806.71
806.77
806.96
807.22
807.55
808.03
808.86
808.93
809.37
809.64
809.87
810.56
810.71
810.87
811.03
811.57
813.13
813.37
813.56
813.61
813.78
814.63
815.42
815.80
815.94
816.07
816.73
817.56
817.63
818.75
819.14
819.40
819.69
819.92
820.16
820.37
820.57
820.94
821.21
821.49
821.77
821.98
822.21
822.47
822.55
822.82
823.11
823.38
823.43
823.65
824.15
825.27
825.63
825.81
828.80
829.28
829.94
830.74
831.40
831.69
832.76
833.69
834.03
834.23
835.47
835.53
836.46
836.51
837.19
837.27
837.54
837.79
838.01
838.18
838.83
839.28
840.32
840.61
840.85
841.25
841.64
841.89
842.11
842.39
842.65
842.93
843.23
843.81
847.89
848.24
848.30
848.49
849.05
849.08
849.52
849.81
850.04
850.35
850.57
850.91
851.15
851.38
851.46
851.80
852.10
852.36
852.68
853.01
853.78
854.07
854.34
854.52
854.75
854.90
855.06
855.09
855.29
855.35
855.58
855.90
856.28
856.80
857.00
857.19
857.30
857.42
857.86
858.46
858.63
858.88
859.16
859.47
859.50
859.67
859.89
859.93
860.09
860.36
860.65
860.85
861.07
861.22
861.49
861.74
865.83
865.85
867.23
867.54
867.76
867.91
868.74
869.05
869.29
869.54
871.25
871.43
871.56
872.64
872.89
873.23
875.73
876.13
877.29
877.43
877.87
878.44
878.56
878.72
881.89
882.72
883.99
884.20
885.03
887.54
888.15
891.30
891.48
892.65
893.17
893.52
893.75
893.99
894.17
894.39
894.84
895.91
896.44
896.97
897.26
897.38
898.38
898.56
898.78
899.04
899.13
899.35
899.55
899.68
899.82
900.09
900.37
901.05
901.47
902.20
902.55
903.48
904.16
904.52
905.30
905.47
905.72
905.90
906.08
906.30
906.57
906.66
906.86
907.02
907.15
907.32
907.60
907.82
908.05
908.28
908.56
909.07
910.63
910.70
911.56
911.98
912.41
912.89
913.31
913.52
914.48
914.63
914.80
914.93
915.00
915.26
915.66
918.38
918.42
918.72
919.93
920.33
920.44
920.59
920.89
921.04
921.33
921.51
921.55
921.76
922.15
922.38
922.47
922.66
922.87
923.05
923.22
923.43
923.72
924.01
924.21
924.26
924.34
924.37
924.59
925.48
926.06
926.30
926.49
926.55
926.95
927.40
927.50
928.85
929.55
930.20
930.52
931.27
931.46
931.60
932.07
932.47
933.16
934.36
936.78
938.62
939.14
939.99
940.45
940.90
940.96
941.57
942.02
942.59
942.78
943.20
943.37
943.66
943.83
944.05
944.32
945.07
947.35
947.54
948.15
948.58
949.36
949.93
950.24
951.09
951.52
951.96
952.02
952.39
952.41
955.26
955.60
956.08
956.79
957.57
957.80
958.14
959.44
960.78
961.34
961.56
961.70
962.04
962.39
962.58
962.85
962.90
963.84
965.04
965.40
965.61
966.08
966.17
966.62
966.77
967.55
967.78
967.86
968.07
968.63
968.86
969.07
969.29
969.51
969.76
969.99
970.24
970.48
970.78
970.80
971.26
972.40
972.77
973.91
974.62
975.00
975.04
975.52
976.67
978.25
978.59
978.91
979.63
979.88
980.29
980.86
982.50
982.71
983.17
983.31
983.49
983.84
984.02
984.07
984.60
985.21
985.30
985.58
985.68
986.65
986.84
987.10
987.96
988.67
989.07
989.56
989.92
990.07
990.59
994.72
995.20
995.59
996.34
996.64
996.83
997.09
997.29
997.75
998.23
998.79
1002.07
1002.46
1003.17
1003.86
1004.08
1004.31
1004.61
1005.16
1005.88
1006.90
1007.35
1007.60
1007.73
1007.90
1008.11
1008.17
1008.28
1009.15
1009.29
1009.86
1010.12
1010.73
1011.15
1011.91
1012.21
1012.71
1013.04
1013.35
1013.66
1013.83
1013.92
1014.28
1014.48
1014.69
1014.90
1015.35
1015.56
1015.81
1016.35
1016.79
1016.88
1017.04
1017.31
1017.58
1017.81
1017.85
1018.58
1018.76
1019.30
1021.01
1021.32
1022.07
1022.17
1022.80
1022.83
1022.98
1023.03
1023.36
1023.67
1024.93
1025.09
1025.32
1025.54
1025.69
1025.97
1026.33
1026.67
1027.01
1027.15
1027.34
1027.62
1027.82
1028.24
1028.65
1029.17
1029.55
1029.93
1030.08
1030.24
1030.78
1031.11
1031.72
1032.30
1032.61
1032.86
1033.02
1033.16
1033.41
1034.01
1034.17
1034.73
1034.91
1035.11
1035.46
1035.79
1035.84
1035.90
1035.96
1036.13
1036.34
1036.59
1036.98
1037.18
1037.31
1037.41
1037.60
1037.82
1038.11
1038.40
1038.90
1039.00
1040.01
1040.30
1040.42
1040.56
1040.82
1041.40
1041.63
1041.65
1041.92
1042.16
1042.35
1042.60
1042.89
1043.08
1043.15
1043.28
1043.74
1044.03
1044.30
1044.47
1044.68
1044.83
1044.92
1045.13
1045.26
1045.51
1045.56
1045.77
1045.96
1046.24
1046.58
1046.96
1047.88
1048.17
1048.95
1049.20
1049.45
1050.23
1050.74
1050.98
1051.24
1051.68
1052.06
1052.28
1052.36
1052.56
1052.82
1052.89
1053.19
1053.43
1053.93
1054.29
1054.69
1054.87
1056.18
1056.70
1057.72
1059.13
1059.18
1059.38
1060.16
1060.38
1060.50
1060.88
1061.10
1061.38
1061.58
1061.78
1061.99
1062.22
1062.51
1062.78
1063.00
1063.27
1063.67
1064.54
1064.62
1065.00
1065.16
1066.14
1066.35
1066.50
1067.15
1067.29
1067.60
1067.89
1068.01
1068.19
1068.22
1068.36
1068.63
1068.95
1069.37
1069.62
1069.76
1069.78
1069.97
1070.41
1070.70
1070.89
1071.11
1071.35
1072.20
1072.38
1072.73
1073.20
1073.52
1073.68
1074.01
1074.25
1074.45
1075.48
1075.55
1075.67
1075.87
1076.27
1076.69
1077.12
1077.54
1077.90
1078.29
1078.34
1078.45
1078.66
1079.04
1079.33
1079.48
1079.73
1080.51
1080.70
1080.95
1081.07
1081.20
1081.35
1081.47
1081.80
1082.13
1082.55
1082.70
1082.83
1083.92
1084.51
1084.55
1084.69
1085.33
1085.44
1085.57
1085.97
1086.11
1087.37
1087.72
1088.33
1088.50
1089.25
1089.72
1089.95
1090.16
1090.35
1090.53
1090.75
1090.96
1091.19
1091.45
1091.72
1091.96
1092.24
1092.28
1092.77
1093.07
1093.22
1093.99
1094.46
1094.64
1094.92
1095.18
1095.32
1095.52
1095.75
1096.07
1096.10
1096.34
1096.52
1096.79
1097.71
1098.21
1098.38
1098.97
1099.09
1099.25
1099.59
1100.02
1100.26
1100.71
1101.49
1101.68
1102.03
1102.05
1102.27
1102.45
1102.64
1102.91
1102.98
1103.23
1103.44
1103.68
1103.73
1103.98
1104.28
1104.58
1104.97
1105.39
1105.73
1105.89
1106.07
1106.32
1106.55
1106.73
1107.05
1107.15
1107.34
1107.54
1107.72
1109.31
1109.62
1109.95
1110.05
1110.75
1112.03
1112.18
1113.33
1114.09
1115.16
1115.65
1115.88
1116.55
1116.84
1117.07
1119.51
1119.81
1120.04
1120.92
1121.32
1121.49
